ApplicationID,DeptName,Program,Year,ProductName,Glyphosate,ProductType,ProductTier,State,Gallons,Location,Address,Latitude,Longitude,Missing_LL
15767,Parks and Recreation,Developed Park,2010,Surflan AS,N,Herbicide,Tier 2,L,2,Greenwood Triangle,NW 55th St / 3rd Ave NW,47.668902,-122.361032,x
14452,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,4,Freeway Pk,1227 9th Ave,47.609472,-122.330904,
14288,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14287,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,600,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14289,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,300,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14290,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14467,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Loyal Heights PF,2101 NW 77th St,47.68410594,-122.3832402,
15748,Parks and Recreation,Developed Park,2011,Roundup Pro,Y,Herbicide,Tier 2,L,2,Greenwood Triangle,NW 55th St / 3rd Ave NW,47.668902,-122.361032,x
14198,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,4,Montlake Blvd,Montlake Blvd E / E Hamlin St,47.64240669,-122.310081,
15802,Parks and Recreation,Developed Park,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Fremont Canal Pk,2nd Ave NW / N Canal St,47.651802,-122.357864,
14215,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,125,Jackson Golf,,47.729889,-122.319111,
14215,Parks and Recreation,Unspecified,2008,Dithane 75DF Rainshield,N,Fungicide,Tier 1,L,125,Jackson Golf,,47.729889,-122.319111,
15748,Parks and Recreation,Developed Park,2011,Surflan AS,N,Herbicide,Tier 2,L,2,Greenwood Triangle,NW 55th St / 3rd Ave NW,47.668902,-122.361032,x
14469,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Fremont Canal Pk,2nd Ave NW / N Canal St,47.651802,-122.357864,
14076,Parks and Recreation,Unspecified,2008,26GT,N,Fungicide,Tier 1,L,144,Interbay PF,,47.64723939,-122.3791913,
14076,Parks and Recreation,Unspecified,2008,Daconil Weather Stik,N,Fungicide,Tier 1,L,144,Interbay PF,,47.64723939,-122.3791913,
14214,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,1600,Jackson Golf,,47.729889,-122.319111,
14442,Parks and Recreation,Unspecified,2008,Talstar GC flowable,N,Insecticides,Tier 1,L,18,Greenhouse Jefferson,,47.567097,-122.312213,
14441,Parks and Recreation,Unspecified,2008,Safer Insecticidal Soap,N,Insecticides,Tier 3,L,2,Greenhouse Jefferson,,47.567097,-122.312213,
14489,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Beacon Hill PG,1902 13th Ave South,47.58622631,-122.3153246,
14489,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,Beacon Hill PG,1902 13th Ave South,47.58622631,-122.3153246,
14077,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,171,Interbay PF,,47.64723939,-122.3791913,
14472,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Bitter Lake Park,,47.731181,-122.348583,
14470,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,4,Golden Gardens Park,8800 Seaview Ave NW,47.692105,-122.403269,
14490,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,Judkins Pk & PF,2150 S Norman St,47.592425,-122.303953,
14490,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Judkins Pk & PF,2150 S Norman St,47.592425,-122.303953,
14291,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14271,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,369,Jefferson Golf,,47.568067,-122.311441,
14271,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,369,Jefferson Golf,,47.568067,-122.311441,
14217,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,145,Jackson Golf,,47.729889,-122.319111,
14216,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,125,Jackson Golf,,47.729889,-122.319111,
14218,Parks and Recreation,Unspecified,2008,Dithane 75DF Rainshield,N,Fungicide,Tier 1,L,250,Jackson Golf,,47.729889,-122.319111,
13417,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,North Passage Point Pk,600 NE Northlake Way,47.69471,-122.390258,
14227,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,7,Seward Pk,5900 Lake Washington Blvd S,47.5543,-122.252449,
14005,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Gas Works Pk,2101 N Northlake Way,47.645638,-122.334908,
15897,Parks and Recreation,Developed Park,2011,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Greenwood Triangle,NW 55th St / 3rd Ave NW,47.668902,-122.361032,x
13851,Parks and Recreation,Unspecified,2007,Embark,N,Plant Growth Regulator,Tier 3,L,3,Horiuchi Park,156 Boren,47.603132,-122.318981,x
14019,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,4,SW Queen Anne Greenbelt,W Galer St / 11th Ave W,47.633353,-122.373209,
14015,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Magnolia Pk,1461 Magnolia Blvd W,47.633427,-122.397348,
14020,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,Wolf Creek Ravine,3rd Ave N / Lynn St,47.639775,-122.352314,
14020,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Wolf Creek Ravine,3rd Ave N / Lynn St,47.639775,-122.352314,
14015,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,Magnolia Pk,1461 Magnolia Blvd W,47.633427,-122.397348,
14004,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
14292,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14023,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,South Park PG,738 S Sullivan St,47.520795,-122.323649,
14023,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,South Park PG,738 S Sullivan St,47.520795,-122.323649,
14485,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,3,Dearborn Pk,2919 S Brandon St,47.553389,-122.296225,
14485,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Dearborn Pk,2919 S Brandon St,47.553389,-122.296225,
14268,Parks and Recreation,Unspecified,2008,Clearys 3336F,N,Fungicide,Tier 1,L,374,Jefferson Golf,,47.568067,-122.311441,
14293,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14268,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,374,Jefferson Golf,,47.568067,-122.311441,
14294,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,900,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14474,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,8,Fremont Canal Pk,2nd Ave NW / N Canal St,47.651802,-122.357864,
14609,Parks and Recreation,Unspecified,2009,Roundup Pro,Y,Herbicide,Tier 2,L,4,Horiuchi Park,156 Boren,47.603132,-122.318981,x
14473,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Soundview PF,1590 NW 90th St,47.69541575,-122.3788784,
14008,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,20,Magnolia Blvd,W Emerson St to W Howe St,47.639793,-122.410707,
14471,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,8,Bitter Lake Park,,47.731181,-122.348583,
14008,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,20,Magnolia Blvd,W Emerson St to W Howe St,47.639793,-122.410707,
14026,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,4,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
14775,Parks and Recreation,Unspecified,2009,Surflan AS,N,Herbicide,Tier 2,L,1,Horiuchi Park,156 Boren,47.603132,-122.318981,x
14025,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,E. C. Hughes PG,2805 SW Holden St,47.53280491,-122.3695452,
14024,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Roxhill Pk,9244 29th Ave SW,47.519496,-122.368882,
14026,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,4,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
14027,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Nantes Park,5062 SW Admiral Way,47.579565,-122.397063,
14009,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,2,Mounger Pool Grounds,2518 34th Ave W,47.642817,-122.398852,
14013,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,6,Magnolia Pk,1461 Magnolia Blvd W,47.633427,-122.397348,
14009,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Mounger Pool Grounds,2518 34th Ave W,47.642817,-122.398852,
14029,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3.5,Hiawatha PF,2700 California Ave SW,47.57827243,-122.3849647,
14011,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,11.5,Magnolia Blvd,W Emerson St to W Howe St,47.639793,-122.410707,
14012,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,11.5,Magnolia Blvd,W Emerson St to W Howe St,47.639793,-122.410707,
14443,Parks and Recreation,Unspecified,2008,Safer Insecticidal Soap,N,Insecticides,Tier 3,L,0.2,Greenhouse Jefferson,,47.567097,-122.312213,
14321,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
14034,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,12,Washington Park,1075 Lake Washington Blvd. E,47.63987,-122.294417,
14016,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Magnolia Pk,1461 Magnolia Blvd W,47.633427,-122.397348,
14017,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,5,Lawton Pk,3843 26th Ave W,47.655064,-122.391157,
14190,Parks and Recreation,Unspecified,2008,Gallery 75 DF,N,Herbicide,Tier 2,S,38,Ravenna Blvd,E Grnlk Wy to 20th NE,47.671402,-122.305705,
14190,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,38,Ravenna Blvd,E Grnlk Wy to 20th NE,47.671402,-122.305705,
14191,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,38,Ravenna Blvd,E Grnlk Wy to 20th NE,47.671402,-122.305705,
14192,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Montlake Blvd,Montlake Blvd E / E Hamlin St,47.64240669,-122.310081,
14775,Parks and Recreation,Unspecified,2009,Roundup Pro,Y,Herbicide,Tier 2,L,1,Horiuchi Park,156 Boren,47.603132,-122.318981,x
14251,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,4,Marshall Viewpoint,7th Ave W / W Highland Dr,47.629436,-122.366805,
14226,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,0.5,Lake Washington Blvd (South),4900 block Lake Wash Blvd S,47.718819,-122.295266,
14225,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,0.5,Genesee Park,45th Ave S / S Genesee St,47.564857,-122.278746,
14223,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,2,Martha Washington Pk,6612 57th Ave South,47.542398,-122.260054,
14272,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,369,Jefferson Golf,,47.568067,-122.311441,
14222,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,0.5,Colman Park,,47.585469,-122.288611,
14224,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,1,Martin Luther King Park,,47.582757,-122.297163,
14272,Parks and Recreation,Unspecified,2008,Bayleton 25 WSP,N,Fungicide,Tier 1,S,369,Jefferson Golf,,47.568067,-122.311441,
14296,Parks and Recreation,Unspecified,2008,Speed Zone,N,Herbicide,Tier 1,L,750,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14295,Parks and Recreation,Unspecified,2008,Dithane Z-78 WP,N,Fungicide,Tier 1,S,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14030,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Richey Viewpoint,63rd Ave SW / Beach Dr SW,47.573606,-122.416429,
14031,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,5,Riverview PF,7226 12th Ave SW,47.539329,-122.348855,
14032,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,2,Orchard St Ravine,39th SW / SW Orchard St,47.538315,-122.380151,
14033,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Cormorant Cove Pk,3701 Beach Dr SW,47.570984,-122.412089,
14255,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,0.03125,Howell Pk,#N/A,47.617519,-122.280314,x
14252,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,5,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14297,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14187,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Meadowbrook CC Grounds,30th Ave NE / NE 107th St,47.70577111,-122.2934929,
14189,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,6,Ravenna Blvd,E Grnlk Wy to 20th NE,47.671402,-122.305705,
14298,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14253,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,6,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14455,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Sandel PG,113 NW 92nd St,47.6951337,-122.3587007,
14457,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Ballard PG,2644 NW 60th St,47.670549,-122.385487,
14085,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,West Seattle Stadium Pk,4432 35th Ave SW,47.563271,-122.356966,
14084,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,0.5,Longfellow Creek NA,Unknown,47.530167,-122.363435,
14083,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,3,Armeni Boat Ramp,1222 Harbor Ave SW,47.592128,-122.381907,
14086,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Rotary Viewpoint,35th Ave SW / SW Alaska St,47.56022205,-122.3758592,
14456,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Ballard PG,2644 NW 60th St,47.670549,-122.385487,
14087,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,0.25,Fauntleroy Pk,3951 SW Barton St,47.5192,-122.383222,
14219,Parks and Recreation,Unspecified,2008,Heritage,N,Fungicide,Tier 1,S,150,Jackson Golf,,47.729889,-122.319111,
14082,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,0.5,Alki Beach Pk,2701 Alki Ave SW,47.58671,-122.400127,
14081,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14088,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14220,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,1200,Jackson Golf,,47.729889,-122.319111,
14273,Parks and Recreation,Unspecified,2008,Heritage,N,Fungicide,Tier 1,S,370,Jefferson Golf,,47.568067,-122.311441,
14273,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,370,Jefferson Golf,,47.568067,-122.311441,
14301,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,300,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14254,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,4,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14666,Parks and Recreation,Unspecified,2009,Garlon 4,N,Herbicide,Tier 2,L,2,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14459,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Gilman PG,,47.66729167,-122.369684,
14302,Parks and Recreation,Unspecified,2008,Speed Zone,N,Herbicide,Tier 1,L,300,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14412,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2.5,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
14303,Parks and Recreation,Unspecified,2008,Speed Zone,N,Herbicide,Tier 1,L,300,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14411,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
14274,Parks and Recreation,Unspecified,2008,Daconil Weather Stik,N,Fungicide,Tier 1,L,370,Jefferson Golf,,47.568067,-122.311441,
14304,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14274,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,370,Jefferson Golf,,47.568067,-122.311441,
14305,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14444,Parks and Recreation,Unspecified,2008,B-Nine,N,Plant Growth Regulator,Tier 1,S,5,Greenhouse Jefferson,,47.567097,-122.312213,
13415,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,10,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
14667,Parks and Recreation,Unspecified,2009,Roundup Pro,Y,Herbicide,Tier 2,L,1,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14202,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,10,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
14306,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,6,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14414,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
14277,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,1400,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
14279,Parks and Recreation,Unspecified,2008,Heritage,N,Fungicide,Tier 1,S,155,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
14203,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,10,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
14483,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,5,Judkins Pk & PF,2150 S Norman St,47.592425,-122.303953,
14483,Parks and Recreation,Unspecified,2008,Surflan AS,N,Herbicide,Tier 2,L,5,Judkins Pk & PF,2150 S Norman St,47.592425,-122.303953,
14307,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,900,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14309,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14308,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
15026,Parks and Recreation,Unspecified,2009,Garlon 4,N,Herbicide,Tier 2,L,2,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
15258,Parks and Recreation,Developed Park,2010,Element 4,N,Herbicide,Tier 2,L,0.03125,Howell Pk,#N/A,47.617519,-122.280314,x
15905,Parks and Recreation,Restoration,2011,Roundup Pro,Y,Herbicide,Tier 2,L,1,Howell Pk,1740 E Howell Pl,47.617519,-122.280314,x
14479,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,6,Hutchinson PG,5801 S Pilgrim St,47.51431208,-122.2600621,x
14261,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
14229,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,West Seattle Stadium Pk,4432 35th Ave SW,47.563271,-122.356966,
14261,Parks and Recreation,Unspecified,2008,Daconil Weather Stik,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
14445,Parks and Recreation,Unspecified,2008,Safer Insecticidal Soap,N,Insecticides,Tier 3,L,4,Greenhouse Jefferson,,47.567097,-122.312213,
14275,Parks and Recreation,Unspecified,2008,Prostar,N,Fungicide,Tier 2,S,370,Jefferson Golf,,47.568067,-122.311441,
14275,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,370,Jefferson Golf,,47.568067,-122.311441,
14260,Parks and Recreation,Unspecified,2008,Clearys 3336F,N,Fungicide,Tier 1,L,145,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
14230,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,1,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14230,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14231,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,1.5,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14231,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14446,Parks and Recreation,Unspecified,2008,Safer Insecticidal Soap,N,Insecticides,Tier 3,L,4,Greenhouse Jefferson,,47.567097,-122.312213,
14235,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Richey Viewpoint,63rd Ave SW / Beach Dr SW,47.573606,-122.416429,
14232,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14233,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
14310,Parks and Recreation,Unspecified,2008,Banner MAXX,N,Fungicide,Tier 1,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14234,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,5,Bar-S PG,6425 SW Admiral Way,47.57519512,-122.4160544,
14236,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1.5,Nantes Park,5062 SW Admiral Way,47.579565,-122.397063,
14280,Parks and Recreation,Unspecified,2008,Heritage,N,Fungicide,Tier 1,S,155,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
14327,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
14325,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2.5,Longfellow Creek NA,Unknown,47.530167,-122.363435,
14325,Parks and Recreation,Unspecified,2008,Garlon 4,N,Herbicide,Tier 2,L,2.5,Longfellow Creek NA,Unknown,47.530167,-122.363435,
14324,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Belvedere Viewpoint,3600 Admiral Way SW,47.580672,-122.376895,
14311,Parks and Recreation,Unspecified,2008,Primo,N,Plant Growth Regulator,No Tier,L,400,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
14326,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Delridge PF,4555 Delridge Way SW,47.56284245,-122.3643707,
14239,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,0.25,Emma Schmidtz Memorial Overlook,4503 Beach Drive SW,47.56289757,-122.4071204,
14238,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,0.5,Cormorant Cove Pk,3701 Beach Dr SW,47.570984,-122.412089,
14237,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,2,Armeni Boat Ramp,1222 Harbor Ave SW,47.592128,-122.381907,
13891,Parks and Recreation,Unspecified,2008,Roundup Pro,Y,Herbicide,Tier 2,L,1,Cormorant Cove Pk,3701 Beach Dr SW,47.570984,-122.412089,
